/CK (x=0.6) X,/CK (x=0.6) Y,/D (x=0.6) X,/D (x=0.6) Y,/QD (x=0.6) X,/QD (x=0.6) Y
5.402391334040281e-11,0,5.402391334040281e-11,0.6,5.402391334040281e-11,0.599999880656646
6.554261535457373e-11,0,6.554261535457373e-11,0.6,6.554261535457373e-11,0.5999998865285884
8.207243716668502e-11,0,8.207243716668502e-11,0.6,8.207243716668502e-11,0.5999998916448361
1.059686221864254e-10,0,1.059686221864254e-10,0.6,1.059686221864254e-10,0.5999998959917988
1.438652770402207e-10,0,1.438652770402207e-10,0.6,1.438652770402207e-10,0.5999998995310949
1.903898679390045e-10,0,1.903898679390045e-10,0.6,1.903898679390045e-10,0.5999999000338042
2.305634615334769e-10,0,2.305634615334769e-10,0.6,2.305634615334769e-10,0.5999998989865443
2.713233152222986e-10,0,2.713233152222986e-10,0.6,2.713233152222986e-10,0.5999998994021978
3.000317028514674e-10,0,3.000317028514674e-10,0.6,3.000317028514674e-10,0.5999998991839197
3.272767672839843e-10,0,3.272767672839843e-10,0.6,3.272767672839843e-10,0.5999998992251621
3.445898374120176e-10,0,3.445898374120176e-10,0.6,3.445898374120176e-10,0.5999999005663934
3.69699086426871e-10,0,3.69699086426871e-10,0.6,3.69699086426871e-10,0.599999929751332
3.882416121041718e-10,0,3.882416121041718e-10,0.6,3.882416121041718e-10,0.600000015611988
4.049206245309087e-10,0,4.049206245309087e-10,0.6,4.049206245309087e-10,0.6000000700822462
4.227045849266537e-10,0,4.227045849266537e-10,0.6,4.227045849266537e-10,0.5999999438626481
4.417406197068841e-10,0,4.417406197068841e-10,0.6,4.417406197068841e-10,0.5999998386077352
4.584909377549135e-10,0,4.584909377549135e-10,0.6,4.584909377549135e-10,0.5999998062997581
4.804723257424527e-10,0,4.804723257424527e-10,0.6,4.804723257424527e-10,0.5999998187389978
5.126938988265426e-10,0,5.126938988265426e-10,0.6,5.126938988265426e-10,0.5999998497719106
5.495696397928523e-10,0,5.495696397928523e-10,0.6,5.495696397928523e-10,0.5999998664722085
5.831967011860699e-10,0,5.831967011860699e-10,0.6,5.831967011860699e-10,0.5999998546367544
6.100421131209457e-10,0,6.100421131209457e-10,0.6,6.100421131209457e-10,0.5999998514697215
6.18457335078268e-10,0,6.18457335078268e-10,0.6,6.18457335078268e-10,0.5999998638750406
6.352877789929126e-10,0,6.352877789929126e-10,0.6,6.352877789929126e-10,0.599999901050535
6.535635280598072e-10,0,6.535635280598072e-10,0.6,6.535635280598072e-10,0.5999999244137756
6.726482988614344e-10,0,6.726482988614344e-10,0.6,6.726482988614344e-10,0.5999999318516741
6.95361131308127e-10,0,6.95361131308127e-10,0.6,6.95361131308127e-10,0.5999999331901942
7.257963714365217e-10,0,7.257963714365217e-10,0.6,7.257963714365217e-10,0.5999999258162224
7.682780301626163e-10,0,7.682780301626163e-10,0.6,7.682780301626163e-10,0.599999912907018
8.20293508249387e-10,0,8.20293508249387e-10,0.6,8.20293508249387e-10,0.5999999032938286
8.889227272310199e-10,0,8.889227272310199e-10,0.6,8.889227272310199e-10,0.599999899104205
9.871969829589428e-10,0,9.871969829589428e-10,0.6,9.871969829589428e-10,0.5999998991597389
1.154236567159242e-09,0,1.154236567159242e-09,0.6,1.154236567159242e-09,0.5999998988806862
1.488315735559841e-09,0,1.488315735559841e-09,0.6,1.488315735559841e-09,0.599999899060534
1.964635352862847e-09,0,1.964635352862847e-09,0.6,1.964635352862847e-09,0.5999998987158346
2.589209166243287e-09,0,2.589209166243287e-09,0.6,2.589209166243287e-09,0.5999998988850062
3.385021714135022e-09,0,3.385021714135022e-09,0.6,3.385021714135022e-09,0.5999998985195174
4.458941722984605e-09,0,4.458941722984605e-09,0.6,4.458941722984605e-09,0.5999998986425104
5.902474407010115e-09,0,5.902474407010115e-09,0.6,5.902474407010115e-09,0.5999998983574719
7.867536228358895e-09,0,7.867536228358895e-09,0.6,7.867536228358895e-09,0.5999998985416348
1.049494958415494e-08,0,1.049494958415494e-08,0.6,1.049494958415494e-08,0.5999998984300637
1.405769386236017e-08,0,1.405769386236017e-08,0.6,1.405769386236017e-08,0.5999998986888803
1.805769386236017e-08,0,1.805769386236017e-08,0.6,1.805769386236017e-08,0.5999998984959934
2.205769386236017e-08,0,2.205769386236017e-08,0.6,2.205769386236017e-08,0.5999998983500819
2.605769386236017e-08,0,2.605769386236017e-08,0.6,2.605769386236017e-08,0.5999998978812419
3.005769386236017e-08,0,3.005769386236017e-08,0.6,3.005769386236017e-08,0.5999998983105997
3.405769386236017e-08,0,3.405769386236017e-08,0.6,3.405769386236017e-08,0.59999989844122
3.805769386236017e-08,0,3.805769386236017e-08,0.6,3.805769386236017e-08,0.5999998983000758
4.205769386236018e-08,0,4.205769386236018e-08,0.6,4.205769386236018e-08,0.5999998985835499
4.532290733984588e-08,0,4.532290733984588e-08,0.6,4.532290733984588e-08,0.5999998982031843
4.803338982670948e-08,0,4.803338982670948e-08,0.6,4.803338982670948e-08,0.5999998985877826
5.068240390348254e-08,0,5.068240390348254e-08,0.6,5.068240390348254e-08,0.5999998983339898
5.323907664349395e-08,0,5.323907664349395e-08,0.6,5.323907664349395e-08,0.599999898415061
5.723907664349395e-08,0,5.723907664349395e-08,0.6,5.723907664349395e-08,0.5999998984981612
6.123907664349396e-08,0,6.123907664349396e-08,0.6,6.123907664349396e-08,0.5999998982737267
6.523907664349395e-08,0,6.523907664349395e-08,0.6,6.523907664349395e-08,0.5999998986487775
6.923907664349395e-08,0,6.923907664349395e-08,0.6,6.923907664349395e-08,0.5999998981148671
7.323907664349394e-08,0,7.323907664349394e-08,0.6,7.323907664349394e-08,0.5999998988150818
7.723907664349394e-08,0,7.723907664349394e-08,0.6,7.723907664349394e-08,0.599999897941882
8.123907664349394e-08,0,8.123907664349394e-08,0.6,8.123907664349394e-08,0.5999998989941108
8.523907664349393e-08,0,8.523907664349393e-08,0.6,8.523907664349393e-08,0.5999998977574257
8.923907664349393e-08,0,8.923907664349393e-08,0.6,8.923907664349393e-08,0.599999899183419
9.323907664349392e-08,0,9.323907664349392e-08,0.6,9.323907664349392e-08,0.599999897563814
9.723907664349392e-08,0,9.723907664349392e-08,0.6,9.723907664349392e-08,0.5999998993808163
1.012390766434939e-07,0,1.012390766434939e-07,0.6,1.012390766434939e-07,0.5999998973631242
1.052390766434939e-07,0,1.052390766434939e-07,0.6,1.052390766434939e-07,0.5999998995843323
1.092390766434939e-07,0,1.092390766434939e-07,0.6,1.092390766434939e-07,0.599999897157225
1.132390766434939e-07,0,1.132390766434939e-07,0.6,1.132390766434939e-07,0.5999998997921956
1.172390766434939e-07,0,1.172390766434939e-07,0.6,1.172390766434939e-07,0.5999998969477949
1.212390766434939e-07,0,1.212390766434939e-07,0.6,1.212390766434939e-07,0.5999999000028168
1.252390766434939e-07,0,1.252390766434939e-07,0.6,1.252390766434939e-07,0.5999998967363379
1.292390766434939e-07,0,1.292390766434939e-07,0.6,1.292390766434939e-07,0.5999999002147738
1.332390766434939e-07,0,1.332390766434939e-07,0.6,1.332390766434939e-07,0.5999998965241979
1.372390766434939e-07,0,1.372390766434939e-07,0.6,1.372390766434939e-07,0.5999999004267977
1.412390766434939e-07,0,1.412390766434939e-07,0.6,1.412390766434939e-07,0.5999998963125719
1.45239076643494e-07,0,1.45239076643494e-07,0.6,1.45239076643494e-07,0.5999999006377605
1.49239076643494e-07,0,1.49239076643494e-07,0.6,1.49239076643494e-07,0.5999998961025219
1.53239076643494e-07,0,1.53239076643494e-07,0.6,1.53239076643494e-07,0.5999999008466632
1.57239076643494e-07,0,1.57239076643494e-07,0.6,1.57239076643494e-07,0.5999998958949866
1.61239076643494e-07,0,1.61239076643494e-07,0.6,1.61239076643494e-07,0.5999999010526249
1.65239076643494e-07,0,1.65239076643494e-07,0.6,1.65239076643494e-07,0.5999998956907916
1.69239076643494e-07,0,1.69239076643494e-07,0.6,1.69239076643494e-07,0.5999999012548728
1.73239076643494e-07,0,1.73239076643494e-07,0.6,1.73239076643494e-07,0.5999998954906591
1.77239076643494e-07,0,1.77239076643494e-07,0.6,1.77239076643494e-07,0.5999999014527329
1.8e-07,0,1.8e-07,0.6,1.8e-07,0.5999998952520703
1.80000009765625e-07,0.0005859374992468961,1.80000009765625e-07,0.6,1.80000009765625e-07,0.6000017486914555
1.80000029296875e-07,0.001757812497740688,1.80000029296875e-07,0.6,1.80000029296875e-07,0.6000083750136459
1.800000683593749e-07,0.004101562494728273,1.800000683593749e-07,0.6,1.800000683593749e-07,0.6000296297498373
1.800000865716191e-07,0.005194297147199429,1.800000865716191e-07,0.6,1.800000865716191e-07,0.6000408307875704
1.800001229961075e-07,0.007379766452141743,1.800001229961075e-07,0.6,1.800001229961075e-07,0.6000615945230219
1.800001958450844e-07,0.01175070506202637,1.800001958450844e-07,0.6,1.800001958450844e-07,0.6001039706403901
1.800003215362094e-07,0.01929217256495907,1.800003215362094e-07,0.6,1.800003215362094e-07,0.600175402762725
1.800005729184595e-07,0.03437510757082446,1.800005729184595e-07,0.6,1.800005729184595e-07,0.6003665997362801
1.800010756829597e-07,0.06454097758255524,1.800010756829597e-07,0.6,1.800010756829597e-07,0.600652573709603
1.800020812119601e-07,0.1248727176060168,1.800020812119601e-07,0.6,1.800020812119601e-07,0.601104267350113
1.800040922699609e-07,0.2455361976529399,1.800040922699609e-07,0.6,1.800040922699609e-07,0.6016231395763638
1.800070461349804e-07,0.4227680988260161,1.800070461349804e-07,0.6,1.800070461349804e-07,0.6017629472575159
1.800085230674902e-07,0.5113840494141423,1.800085230674902e-07,0.6,1.800085230674902e-07,0.6016449238411899
1.8001e-07,0.6,1.8001e-07,0.6,1.8001e-07,0.6013876554966114
1.800101401144263e-07,0.6,1.800101401144263e-07,0.6,1.800101401144263e-07,0.6012927266462145
1.800104203432788e-07,0.6,1.800104203432788e-07,0.6,1.800104203432788e-07,0.6010967463648855
1.800105335100332e-07,0.6,1.800105335100332e-07,0.6,1.800105335100332e-07,0.6010203134791833
1.80010759843542e-07,0.6,1.80010759843542e-07,0.6,1.80010759843542e-07,0.6008753652663458
1.800112125105597e-07,0.6,1.800112125105597e-07,0.6,1.800112125105597e-07,0.6006060930460644
1.800119646964162e-07,0.6,1.800119646964162e-07,0.6,1.800119646964162e-07,0.6002205254455337
1.800134690681292e-07,0.6,1.800134690681292e-07,0.6,1.800134690681292e-07,0.5996874266938879
1.800142212539857e-07,0.6,1.800142212539857e-07,0.6,1.800142212539857e-07,0.5995030208907981
1.800157256256987e-07,0.6,1.800157256256987e-07,0.6,1.800157256256987e-07,0.5992296391846905
1.800187343691247e-07,0.6,1.800187343691247e-07,0.6,1.800187343691247e-07,0.5989598861450356
1.800234147228847e-07,0.6,1.800234147228847e-07,0.6,1.800234147228847e-07,0.5989245137744407
1.800292318506058e-07,0.6,1.800292318506058e-07,0.6,1.800292318506058e-07,0.599166450205364
1.800370647759823e-07,0.6,1.800370647759823e-07,0.6,1.800370647759823e-07,0.5995273120950432
1.800460527151164e-07,0.6,1.800460527151164e-07,0.6,1.800460527151164e-07,0.5998083938462905
1.800573085324791e-07,0.6,1.800573085324791e-07,0.6,1.800573085324791e-07,0.5999824966911788
1.800711259072622e-07,0.6,1.800711259072622e-07,0.6,1.800711259072622e-07,0.6000613141915638
1.800892536294791e-07,0.6,1.800892536294791e-07,0.6,1.800892536294791e-07,0.6000631198789186
1.801115012347628e-07,0.6,1.801115012347628e-07,0.6,1.801115012347628e-07,0.6000532383814404
1.801406771250046e-07,0.6,1.801406771250046e-07,0.6,1.801406771250046e-07,0.6000641826850092
1.801727822559932e-07,0.6,1.801727822559932e-07,0.6,1.801727822559932e-07,0.6001358692262011
1.802044312886263e-07,0.6,1.802044312886263e-07,0.6,1.802044312886263e-07,0.6001277066202607
1.802427958156448e-07,0.6,1.802427958156448e-07,0.6,1.802427958156448e-07,0.5999988404783917
1.802705788215965e-07,0.6,1.802705788215965e-07,0.6,1.802705788215965e-07,0.5999440287538137
1.803004830665901e-07,0.6,1.803004830665901e-07,0.6,1.803004830665901e-07,0.5999531743136893
1.80340687369802e-07,0.6,1.80340687369802e-07,0.6,1.80340687369802e-07,0.5999795947248898
1.803802520890968e-07,0.6,1.803802520890968e-07,0.6,1.803802520890968e-07,0.5999933511504305
1.804243407564232e-07,0.6,1.804243407564232e-07,0.6,1.804243407564232e-07,0.5999974711097993
1.804607403658743e-07,0.6,1.804607403658743e-07,0.6,1.804607403658743e-07,0.5999990341904617
1.804853701829372e-07,0.6,1.804853701829372e-07,0.6,1.804853701829372e-07,0.5999991502039993
1.8051e-07,0.6,1.8051e-07,0.6,1.8051e-07,0.5999996016357718
1.8051015625e-07,0.5906249999979979,1.8051015625e-07,0.6,1.8051015625e-07,0.5999386164445825
1.805104687500001e-07,0.5718749999966862,1.805104687500001e-07,0.6,1.805104687500001e-07,0.599810135297253
1.805106250000001e-07,0.5624999999960304,1.805106250000001e-07,0.6,1.805106250000001e-07,0.5997478696444744
1.805109375000001e-07,0.5437499999947187,1.805109375000001e-07,0.6,1.805109375000001e-07,0.5996301974859808
1.805115625000001e-07,0.5062499999920954,1.805115625000001e-07,0.6,1.805115625000001e-07,0.5994144838795719
1.805126161169346e-07,0.4430329839223071,1.805126161169346e-07,0.6,1.805126161169346e-07,0.599109378951695
1.805147233508036e-07,0.3165989517827306,1.805147233508036e-07,0.6,1.805147233508036e-07,0.5986790301134144
1.805173616754018e-07,0.1582994758903519,1.805173616754018e-07,0.6,1.805173616754018e-07,0.5984032885707162
1.805186808377009e-07,0.07914973794416269,1.805186808377009e-07,0.6,1.805186808377009e-07,0.5983470768849251
1.8052e-07,0,1.8052e-07,0.6,1.8052e-07,0.5983378307119748
1.805201386130606e-07,0,1.805201386130606e-07,0.6,1.805201386130606e-07,0.5984020668003547
1.805204158391816e-07,0,1.805204158391816e-07,0.6,1.805204158391816e-07,0.5985401654478784
1.80520838693074e-07,0,1.80520838693074e-07,0.6,1.80520838693074e-07,0.5987422695875992
1.805209663405471e-07,0,1.805209663405471e-07,0.6,1.805209663405471e-07,0.5987994716192832
1.805212216354931e-07,0,1.805212216354931e-07,0.6,1.805212216354931e-07,0.5989124772933431
1.805217322253852e-07,0,1.805217322253852e-07,0.6,1.805217322253852e-07,0.5991235751991997
1.805225335145675e-07,0,1.805225335145675e-07,0.6,1.805225335145675e-07,0.5994220425997383
1.805229341591587e-07,0,1.805229341591587e-07,0.6,1.805229341591587e-07,0.5995560958874121
1.805237354483409e-07,0,1.805237354483409e-07,0.6,1.805237354483409e-07,0.5997990234788937
1.805253380267055e-07,0,1.805253380267055e-07,0.6,1.805253380267055e-07,0.6002223571283289
1.805284234446666e-07,0,1.805284234446666e-07,0.6,1.805284234446666e-07,0.6007625415912875
1.805295228541393e-07,0,1.805295228541393e-07,0.6,1.805295228541393e-07,0.6008614190307829
1.805317216730849e-07,0,1.805317216730849e-07,0.6,1.805317216730849e-07,0.6009667743029933
1.805361193109759e-07,0,1.805361193109759e-07,0.6,1.805361193109759e-07,0.6009409196938116
1.805438053961159e-07,0,1.805438053961159e-07,0.6,1.805438053961159e-07,0.6005979938562321
1.805529235228365e-07,0,1.805529235228365e-07,0.6,1.805529235228365e-07,0.6002294583245826
1.805636504483083e-07,0,1.805636504483083e-07,0.6,1.805636504483083e-07,0.6000100283012566
1.805768627386561e-07,0,1.805768627386561e-07,0.6,1.805768627386561e-07,0.5999282687931194
1.80594887650758e-07,0,1.80594887650758e-07,0.6,1.80594887650758e-07,0.5999351474303788
1.806194628930969e-07,0,1.806194628930969e-07,0.6,1.806194628930969e-07,0.5999680830727556
1.806519182442138e-07,0,1.806519182442138e-07,0.6,1.806519182442138e-07,0.5999901513420505
1.806777444663779e-07,0,1.806777444663779e-07,0.6,1.806777444663779e-07,0.599996034382775
1.806995846433178e-07,0,1.806995846433178e-07,0.6,1.806995846433178e-07,0.599998062800703
1.807134169610272e-07,0,1.807134169610272e-07,0.6,1.807134169610272e-07,0.5999983854649267
1.807249037786622e-07,0,1.807249037786622e-07,0.6,1.807249037786622e-07,0.5999998437957023
1.807362757027018e-07,0,1.807362757027018e-07,0.6,1.807362757027018e-07,0.6000001107317949
1.807548401744724e-07,0,1.807548401744724e-07,0.6,1.807548401744724e-07,0.6000010225705547
1.807679324680151e-07,0,1.807679324680151e-07,0.6,1.807679324680151e-07,0.6000007294478666
1.807851573171163e-07,0,1.807851573171163e-07,0.6,1.807851573171163e-07,0.6000011202277825
1.808080322662526e-07,0,1.808080322662526e-07,0.6,1.808080322662526e-07,0.600000629360088
1.808472096830102e-07,0,1.808472096830102e-07,0.6,1.808472096830102e-07,0.6000006025914985
1.80896496303903e-07,0,1.80896496303903e-07,0.6,1.80896496303903e-07,0.5999998436843775
1.809482481519515e-07,0,1.809482481519515e-07,0.6,1.809482481519515e-07,0.6000000985301044
1.81e-07,0,1.81e-07,0.6,1.81e-07,0.5999997120255646
1.810000390625e-07,0.002343749999903396,1.810000390625e-07,0.6,1.810000390625e-07,0.6000154639230612
1.810001171875e-07,0.007031250000231312,1.810001171875e-07,0.6,1.810001171875e-07,0.6000574848475447
1.810002734375e-07,0.01640625000088715,1.810002734375e-07,0.6,1.810002734375e-07,0.6001489753698671
1.810004553656188e-07,0.02732193712713827,1.810004553656188e-07,0.6,1.810004553656188e-07,0.6002928556503295
1.810007387700056e-07,0.04432620033421655,1.810007387700056e-07,0.6,1.810007387700056e-07,0.6004654771314354
1.810012593760776e-07,0.07556256465337519,1.810012593760776e-07,0.6,1.810012593760776e-07,0.6007453465341038
1.810021158352455e-07,0.1269501147281707,1.810021158352455e-07,0.6,1.810021158352455e-07,0.6011167149102016
1.810036992942121e-07,0.2219576527273948,1.810036992942121e-07,0.6,1.810036992942121e-07,0.6015515733895872
1.810065755856482e-07,0.3945351388943015,1.810065755856482e-07,0.6,1.810065755856482e-07,0.6017747789208773
1.810082877928241e-07,0.4972675694473607,1.810082877928241e-07,0.6,1.810082877928241e-07,0.6016688604375041
1.8101e-07,0.6,1.8101e-07,0.6,1.8101e-07,0.6013853862489259
1.810101524332562e-07,0.6,1.810101524332562e-07,0.6,1.810101524332562e-07,0.6012813045097499
1.810104572997687e-07,0.6,1.810104572997687e-07,0.6,1.810104572997687e-07,0.6010692179283602
1.810105811938552e-07,0.6,1.810105811938552e-07,0.6,1.810105811938552e-07,0.6009869277752571
1.810108289820282e-07,0.6,1.810108289820282e-07,0.6,1.810108289820282e-07,0.6008305500643882
1.810113245583742e-07,0.6,1.810113245583742e-07,0.6,1.810113245583742e-07,0.6005425128005749
1.810121722977481e-07,0.6,1.810121722977481e-07,0.6,1.810121722977481e-07,0.6001250779479624
1.810138677764958e-07,0.6,1.810138677764958e-07,0.6,1.810138677764958e-07,0.5995834849519136
1.810146809858112e-07,0.6,1.810146809858112e-07,0.6,1.810146809858112e-07,0.5994059349722385
1.810163074044419e-07,0.6,1.810163074044419e-07,0.6,1.810163074044419e-07,0.5991527203979304
1.810195602417033e-07,0.6,1.810195602417033e-07,0.6,1.810195602417033e-07,0.5989322015082036
1.810245242678168e-07,0.6,1.810245242678168e-07,0.6,1.810245242678168e-07,0.5989548213827327
1.810307647541716e-07,0.6,1.810307647541716e-07,0.6,1.810307647541716e-07,0.5992411916013497
1.810388777367299e-07,0.6,1.810388777367299e-07,0.6,1.810388777367299e-07,0.5995982856759512
1.81048212756051e-07,0.6,1.81048212756051e-07,0.6,1.81048212756051e-07,0.5998572326206489
1.81059958566774e-07,0.6,1.81059958566774e-07,0.6,1.81059958566774e-07,0.6000111457396941
1.810744674296458e-07,0.6,1.810744674296458e-07,0.6,1.810744674296458e-07,0.6000631198090424
1.810937462744591e-07,0.6,1.810937462744591e-07,0.6,1.810937462744591e-07,0.6000583296857981
1.811171017666911e-07,0.6,1.811171017666911e-07,0.6,1.811171017666911e-07,0.6000451261357642
1.811465024477884e-07,0.6,1.811465024477884e-07,0.6,1.811465024477884e-07,0.6000948867452904
1.811786341813673e-07,0.6,1.811786341813673e-07,0.6,1.811786341813673e-07,0.6001615487598116
1.812057995590332e-07,0.6,1.812057995590332e-07,0.6,1.812057995590332e-07,0.6000927743409735
1.812382009814589e-07,0.6,1.812382009814589e-07,0.6,1.812382009814589e-07,0.5999716750073097
1.812621489924616e-07,0.6,1.812621489924616e-07,0.6,1.812621489924616e-07,0.5999456053979468
1.81294071763503e-07,0.6,1.81294071763503e-07,0.6,1.81294071763503e-07,0.5999604271075641
1.813369465390199e-07,0.6,1.813369465390199e-07,0.6,1.813369465390199e-07,0.5999864638578032
1.813918196458616e-07,0.6,1.813918196458616e-07,0.6,1.813918196458616e-07,0.5999983964473935
1.814605728554144e-07,0.6,1.814605728554144e-07,0.6,1.814605728554144e-07,0.6000006149920861
1.8151e-07,0.6,1.8151e-07,0.6,1.8151e-07,0.6000008937955222
1.8151015625e-07,0.5906249999998466,1.8151015625e-07,0.6,1.8151015625e-07,0.5999398164095596
1.8151046875e-07,0.5718750000017113,1.8151046875e-07,0.6,1.8151046875e-07,0.5998110053201487
1.81510625e-07,0.5625000000026438,1.81510625e-07,0.6,1.81510625e-07,0.599748745355582
1.815109374999999e-07,0.5437500000045085,1.815109374999999e-07,0.6,1.815109374999999e-07,0.5996310686473434
1.815115624999999e-07,0.5062500000082378,1.815115624999999e-07,0.6,1.815115624999999e-07,0.5994153135414304
1.815126138499371e-07,0.4431690037708429,1.815126138499371e-07,0.6,1.815126138499371e-07,0.5991107657180337
1.815147165498117e-07,0.3170070112960531,1.815147165498117e-07,0.6,1.815147165498117e-07,0.5986808446395016
1.815173582749059e-07,0.1585035056479376,1.815173582749059e-07,0.6,1.815173582749059e-07,0.5984042951932255
1.815186791374529e-07,0.07925175282387986,1.815186791374529e-07,0.6,1.815186791374529e-07,0.5983480003618301
1.8152e-07,0,1.8152e-07,0.6,1.8152e-07,0.5983388705871487
1.815201607322322e-07,0,1.815201607322322e-07,0.6,1.815201607322322e-07,0.5984141206914524
1.815204821966967e-07,0,1.815204821966967e-07,0.6,1.815204821966967e-07,0.5985735082747868
1.815209121535491e-07,0,1.815209121535491e-07,0.6,1.815209121535491e-07,0.5987766461718431
1.815214907379802e-07,0,1.815214907379802e-07,0.6,1.815214907379802e-07,0.5990265538888531
1.815217800301958e-07,0,1.815217800301958e-07,0.6,1.815217800301958e-07,0.5991441902052779
1.81522358614627e-07,0,1.81522358614627e-07,0.6,1.81522358614627e-07,0.5993606894582332
1.815235157834893e-07,0,1.815235157834893e-07,0.6,1.815235157834893e-07,0.5997373998244557
1.815239784567209e-07,0,1.815239784567209e-07,0.6,1.815239784567209e-07,0.5998665461160109
1.81524903803184e-07,0,1.81524903803184e-07,0.6,1.81524903803184e-07,0.6000961538709302
1.815267544961103e-07,0,1.815267544961103e-07,0.6,1.815267544961103e-07,0.6005222714323549
1.815300271715368e-07,0,1.815300271715368e-07,0.6,1.815300271715368e-07,0.6009010912137049
1.815312515994514e-07,0,1.815312515994514e-07,0.6,1.815312515994514e-07,0.6009556951911251
1.815337004552805e-07,0,1.815337004552805e-07,0.6,1.815337004552805e-07,0.6009826767389319
1.815385981669389e-07,0,1.815385981669389e-07,0.6,1.815385981669389e-07,0.6008396072597337
1.815473750904262e-07,0,1.815473750904262e-07,0.6,1.815473750904262e-07,0.6004356114327456
1.815570228450194e-07,0,1.815570228450194e-07,0.6,1.815570228450194e-07,0.600121298957529
1.815688381008393e-07,0,1.815688381008393e-07,0.6,1.815688381008393e-07,0.5999642485949671
1.815834679283307e-07,0,1.815834679283307e-07,0.6,1.815834679283307e-07,0.5999202758538564
1.816041419287283e-07,0,1.816041419287283e-07,0.6,1.816041419287283e-07,0.5999504787911648
1.816315230044993e-07,0,1.816315230044993e-07,0.6,1.816315230044993e-07,0.5999776186927542
1.816543312869154e-07,0,1.816543312869154e-07,0.6,1.816543312869154e-07,0.5999916117747212
1.816790176095689e-07,0,1.816790176095689e-07,0.6,1.816790176095689e-07,0.5999954338919229
1.816991856527094e-07,0,1.816991856527094e-07,0.6,1.816991856527094e-07,0.5999979995403587
1.817062861439626e-07,0,1.817062861439626e-07,0.6,1.817062861439626e-07,0.5999979640229236
1.81720487126469e-07,0,1.81720487126469e-07,0.6,1.81720487126469e-07,0.5999994160575616
1.817312903148814e-07,0,1.817312903148814e-07,0.6,1.817312903148814e-07,0.5999996844555364
1.817451137248223e-07,0,1.817451137248223e-07,0.6,1.817451137248223e-07,0.6000008061800354
1.817602096615199e-07,0,1.817602096615199e-07,0.6,1.817602096615199e-07,0.6000005990637953
1.817745388536542e-07,0,1.817745388536542e-07,0.6,1.817745388536542e-07,0.6000011358757561
1.817943200994505e-07,0,1.817943200994505e-07,0.6,1.817943200994505e-07,0.6000006603483014
1.818240038234398e-07,0,1.818240038234398e-07,0.6,1.818240038234398e-07,0.6000008935567652
1.818668998654351e-07,0,1.818668998654351e-07,0.6,1.818668998654351e-07,0.6000000069140184
