/CK X,/CK Y,/D X,/D Y,/QD X,/QD Y
6.072526848090158e-08,0,6.072526848090158e-08,0,6.072526848090158e-08,1.411237820289957e-07
6.07334729472726e-08,0,6.07334729472726e-08,0,6.07334729472726e-08,-2.875193717089546e-08
6.074339493970818e-08,0,6.074339493970818e-08,0,6.074339493970818e-08,-1.633275077459728e-07
6.075260645960406e-08,0,6.075260645960406e-08,0,6.075260645960406e-08,-6.2734502717353e-09
6.076119081334761e-08,0,6.076119081334761e-08,0,6.076119081334761e-08,1.052535989888422e-07
6.077134237998225e-08,0,6.077134237998225e-08,0,6.077134237998225e-08,7.648318721940689e-08
6.078524140901785e-08,0,6.078524140901785e-08,0,6.078524140901785e-08,7.361443817747638e-08
6.080569557401866e-08,0,6.080569557401866e-08,0,6.080569557401866e-08,4.197257962793801e-08
6.08370124731423e-08,0,6.08370124731423e-08,0,6.08370124731423e-08,5.478733307972489e-08
6.088713832322082e-08,0,6.088713832322082e-08,0,6.088713832322082e-08,4.425173956884102e-08
6.095066551454717e-08,0,6.095066551454717e-08,0,6.095066551454717e-08,5.338843456159339e-08
6.103445721070362e-08,0,6.103445721070362e-08,0,6.103445721070362e-08,4.521045580685607e-08
6.11172286053518e-08,0,6.11172286053518e-08,0,6.11172286053518e-08,5.263667100129224e-08
6.119999999999999e-08,0,6.119999999999999e-08,0,6.119999999999999e-08,4.589907543100803e-08
6.120003906249999e-08,0,6.120003906249999e-08,0.00312499999915982,6.120003906249999e-08,4.882640131049573e-08
6.12001171875e-08,0,6.12001171875e-08,0.009374999999597041,6.12001171875e-08,5.524521921435602e-08
6.120015625e-08,0,6.120015625e-08,0.01249999999981565,6.120015625e-08,6.082047936907232e-08
6.120023437500001e-08,0,6.120023437500001e-08,0.01875000000025287,6.120023437500001e-08,7.046513092642673e-08
6.120037056748436e-08,0,6.120037056748436e-08,0.02964539874824121,6.120037056748436e-08,8.025421162590844e-08
6.120061734854852e-08,0,6.120061734854852e-08,0.04938788388110749,6.120061734854852e-08,1.028522623837186e-07
6.120110941771708e-08,0,6.120110941771708e-08,0.08875341736613997,6.120110941771708e-08,1.274238211195367e-07
6.120206445244824e-08,0,6.120206445244824e-08,0.1651561958584079,6.120206445244824e-08,1.430706960270658e-07
6.120383833440451e-08,0,6.120383833440451e-08,0.3070667523603182,6.120383833440451e-08,1.035338068966519e-07
6.120643739012818e-08,0,6.120643739012818e-08,0.5149912102537959,6.120643739012818e-08,-2.968100966876486e-09
6.120821869506409e-08,0,6.120821869506409e-08,0.6574956051268221,6.120821869506409e-08,-4.685870954106506e-08
6.120999999999999e-08,0,6.120999999999999e-08,0.7999999999987897,6.120999999999999e-08,-6.417391718533264e-08
6.121010747139256e-08,0,6.121010747139256e-08,0.8,6.121010747139256e-08,-6.888509093669891e-08
6.121032241417769e-08,0,6.121032241417769e-08,0.8,6.121032241417769e-08,-7.920974907274906e-08
6.121042988557026e-08,0,6.121042988557026e-08,0.8,6.121042988557026e-08,-8.3003997053287e-08
6.121064482835539e-08,0,6.121064482835539e-08,0.8,6.121064482835539e-08,-8.852396226332832e-08
6.121107471392566e-08,0,6.121107471392566e-08,0.8,6.121107471392566e-08,-9.237655797993611e-08
6.121171289297036e-08,0,6.121171289297036e-08,0.8,6.121171289297036e-08,-8.39184953403299e-08
6.121298925105975e-08,0,6.121298925105975e-08,0.8,6.121298925105975e-08,-4.258296812087714e-08
6.121359578015557e-08,0,6.121359578015557e-08,0.8,6.121359578015557e-08,-1.559326751559846e-08
6.121480883834722e-08,0,6.121480883834722e-08,0.8,6.121480883834722e-08,3.598676335951535e-08
6.121723495473051e-08,0,6.121723495473051e-08,0.8,6.121723495473051e-08,1.08215830805301e-07
6.122166460987667e-08,0,6.122166460987667e-08,0.8,6.122166460987667e-08,1.32037963329794e-07
6.122722920946719e-08,0,6.122722920946719e-08,0.8,6.122722920946719e-08,7.46168668273973e-08
6.123532838503843e-08,0,6.123532838503843e-08,0.8,6.123532838503843e-08,2.941543046527454e-08
6.124333701405455e-08,0,6.124333701405455e-08,0.8,6.124333701405455e-08,4.235022910441609e-08
6.124969938221528e-08,0,6.124969938221528e-08,0.8,6.124969938221528e-08,4.860163569298201e-08
6.125635889524068e-08,0,6.125635889524068e-08,0.8,6.125635889524068e-08,4.379824734281863e-08
6.126131795728912e-08,0,6.126131795728912e-08,0.8,6.126131795728912e-08,4.972009932010284e-08
6.126636068030326e-08,0,6.126636068030326e-08,0.8,6.126636068030326e-08,1.141083056780846e-07
6.126937867028797e-08,0,6.126937867028797e-08,0.8,6.126937867028797e-08,2.802068630579846e-07
6.127277905921326e-08,0,6.127277905921326e-08,0.8,6.127277905921326e-08,4.748835866641261e-07
6.12759338312292e-08,0,6.12759338312292e-08,0.8,6.12759338312292e-08,4.116718618294011e-07
6.127960759873009e-08,0,6.127960759873009e-08,0.8,6.127960759873009e-08,5.098671247305404e-08
6.128352690688127e-08,0,6.128352690688127e-08,0.8,6.128352690688127e-08,-2.679902484457426e-07
6.128766529867553e-08,0,6.128766529867553e-08,0.8,6.128766529867553e-08,-4.323780737503257e-07
6.129290597755581e-08,0,6.129290597755581e-08,0.8,6.129290597755581e-08,-4.540527815764194e-07
6.129874063826153e-08,0,6.129874063826153e-08,0.8,6.129874063826153e-08,-1.074843027745291e-07
6.130468050612692e-08,0,6.130468050612692e-08,0.8,6.130468050612692e-08,1.001040648180304e-07
6.13105388294204e-08,0,6.13105388294204e-08,0.8,6.13105388294204e-08,1.170546947884456e-07
6.131739189878411e-08,0,6.131739189878411e-08,0.8,6.131739189878411e-08,2.314093293402653e-07
6.132462724288189e-08,0,6.132462724288189e-08,0.8,6.132462724288189e-08,2.918507921584709e-07
6.133099977761408e-08,0,6.133099977761408e-08,0.8,6.133099977761408e-08,1.658593803875645e-07
6.133890005953104e-08,0,6.133890005953104e-08,0.8,6.133890005953104e-08,6.16186166385495e-08
6.13483957336301e-08,0,6.13483957336301e-08,0.8,6.13483957336301e-08,1.878802158694859e-08
6.136021463928619e-08,0,6.136021463928619e-08,0.8,6.136021463928619e-08,1.880566801179378e-08
6.137486142740477e-08,0,6.137486142740477e-08,0.8,6.137486142740477e-08,3.466303670501387e-08
6.139421722842423e-08,0,6.139421722842423e-08,0.8,6.139421722842423e-08,4.609509762535211e-08
6.142166171081014e-08,0,6.142166171081014e-08,0.8,6.142166171081014e-08,4.934300344876886e-08
6.146523143433273e-08,0,6.146523143433273e-08,0.8,6.146523143433273e-08,4.899761577778704e-08
6.1547447621976e-08,0,6.1547447621976e-08,0.8,6.1547447621976e-08,4.91870851389013e-08
6.165275197226439e-08,0,6.165275197226439e-08,0.8,6.165275197226439e-08,4.902993458196952e-08
6.173137598613219e-08,0,6.173137598613219e-08,0.8,6.173137598613219e-08,4.917251174382219e-08
6.181000000000001e-08,0,6.181000000000001e-08,0.8,6.181000000000001e-08,4.90361399348687e-08
6.181003906250001e-08,0,6.181003906250001e-08,0.7968749999995002,6.181003906250001e-08,4.71391470184057e-08
6.181011718750002e-08,0,6.181011718750002e-08,0.790624999999063,6.181011718750002e-08,4.25993527031376e-08
6.181015625000002e-08,0,6.181015625000002e-08,0.7874999999988443,6.181015625000002e-08,4.040750156726864e-08
6.181023437500003e-08,0,6.181023437500003e-08,0.7812499999984072,6.181023437500003e-08,3.658309453439203e-08
6.181039047272755e-08,0,6.181039047272755e-08,0.7687621817966812,6.181039047272755e-08,3.453241160700437e-08
6.181063354033268e-08,0,6.181063354033268e-08,0.7493167733858545,6.181063354033268e-08,2.781165083475382e-08
6.181111967554295e-08,0,6.181111967554295e-08,0.7104259565642008,6.181111967554295e-08,1.670975746784125e-08
6.181206679706392e-08,0,6.181206679706392e-08,0.6346562348869522,6.181206679706392e-08,6.049700891013158e-09
6.181353053074991e-08,0,6.181353053074991e-08,0.5175575400078186,6.181353053074991e-08,8.677239737906835e-09
6.18153718510003e-08,0,6.18153718510003e-08,0.3702519199763371,6.18153718510003e-08,3.60231377701751e-08
6.181708423117073e-08,0,6.181708423117073e-08,0.2332615063422629,6.181708423117073e-08,5.801802780951588e-08
6.181854211558536e-08,0,6.181854211558536e-08,0.1166307531715961,6.181854211558536e-08,6.97154347351073e-08
6.181927105779268e-08,0,6.181927105779268e-08,0.05831537658573327,6.181927105779268e-08,7.233772458290092e-08
6.182000000000001e-08,0,6.182000000000001e-08,0,6.182000000000001e-08,7.859779349970946e-08
6.182007022388416e-08,0,6.182007022388416e-08,0,6.182007022388416e-08,8.859737306046452e-08
6.182010533582624e-08,0,6.182010533582624e-08,0,6.182010533582624e-08,9.050036066391134e-08
6.18201755597104e-08,0,6.18201755597104e-08,0,6.18201755597104e-08,9.384434620335333e-08
6.182031600747873e-08,0,6.182031600747873e-08,0,6.182031600747873e-08,1.023521471989912e-07
6.18204929905567e-08,0,6.18204929905567e-08,0,6.18204929905567e-08,1.104613450868459e-07
6.182084695671264e-08,0,6.182084695671264e-08,0,6.182084695671264e-08,1.261572293244012e-07
6.182155488902452e-08,0,6.182155488902452e-08,0,6.182155488902452e-08,1.446404910850892e-07
6.182297075364827e-08,0,6.182297075364827e-08,0,6.182297075364827e-08,1.515573893061624e-07
6.182472572731274e-08,0,6.182472572731274e-08,0,6.182472572731274e-08,1.344990510453881e-07
6.182692206293318e-08,0,6.182692206293318e-08,0,6.182692206293318e-08,9.707758780789978e-08
6.182926490867305e-08,0,6.182926490867305e-08,0,6.182926490867305e-08,4.475252613184864e-08
6.183115232318663e-08,0,6.183115232318663e-08,0,6.183115232318663e-08,1.121022795134849e-08
6.183316782047385e-08,0,6.183316782047385e-08,0,6.183316782047385e-08,-1.06701390414971e-08
6.183573527495747e-08,0,6.183573527495747e-08,0,6.183573527495747e-08,-1.119726255390396e-08
6.183958649929633e-08,0,6.183958649929633e-08,0,6.183958649929633e-08,1.113178882271256e-08
6.184527719969335e-08,0,6.184527719969335e-08,0,6.184527719969335e-08,2.489775987325761e-08
6.185168915340934e-08,0,6.185168915340934e-08,0,6.185168915340934e-08,7.739088089636636e-10
6.185689375202252e-08,0,6.185689375202252e-08,0,6.185689375202252e-08,-3.645299566563513e-08
6.186196356610514e-08,0,6.186196356610514e-08,0,6.186196356610514e-08,7.69860648434787e-09
6.186777744323952e-08,0,6.186777744323952e-08,0,6.186777744323952e-08,1.028168408093084e-07
6.187315618702669e-08,0,6.187315618702669e-08,0,6.187315618702669e-08,1.506286196677604e-07
6.187870613396813e-08,0,6.187870613396813e-08,0,6.187870613396813e-08,1.226227312883057e-07
6.188576588202104e-08,0,6.188576588202104e-08,0,6.188576588202104e-08,5.663001542796563e-08
6.18940725892821e-08,0,6.18940725892821e-08,0,6.18940725892821e-08,2.116744218752427e-08
6.190250663405781e-08,0,6.190250663405781e-08,0,6.190250663405781e-08,7.760254478805802e-08
6.190996429173775e-08,0,6.190996429173775e-08,0,6.190996429173775e-08,1.20431741974133e-07
6.191766517798387e-08,0,6.191766517798387e-08,0,6.191766517798387e-08,1.255221984662821e-07
6.192526848090817e-08,0,6.192526848090817e-08,0,6.192526848090817e-08,1.411237820281489e-07
6.193347294727543e-08,0,6.193347294727543e-08,0,6.193347294727543e-08,-2.875193723590397e-08
6.194339493971447e-08,0,6.194339493971447e-08,0,6.194339493971447e-08,-1.633275078940743e-07
6.195260645960419e-08,0,6.195260645960419e-08,0,6.195260645960419e-08,-6.27344985568025e-09
6.196119081335515e-08,0,6.196119081335515e-08,0,6.196119081335515e-08,1.052535989864555e-07
6.197134237999611e-08,0,6.197134237999611e-08,0,6.197134237999611e-08,7.648318690882778e-08
6.198524140899209e-08,0,6.198524140899209e-08,0,6.198524140899209e-08,7.3614438351332e-08
6.20056955739351e-08,0,6.20056955739351e-08,0,6.20056955739351e-08,4.197257966791533e-08
6.203701247310217e-08,0,6.203701247310217e-08,0,6.203701247310217e-08,5.478733305054034e-08
6.208713832315522e-08,0,6.208713832315522e-08,0,6.208713832315522e-08,4.425173959738023e-08
6.215066551447651e-08,0,6.215066551447651e-08,0,6.215066551447651e-08,5.33884345386518e-08
6.223445721057884e-08,0,6.223445721057884e-08,0,6.223445721057884e-08,4.521045583272349e-08
6.231722860528942e-08,0,6.231722860528942e-08,0,6.231722860528942e-08,5.263667098229108e-08
6.24e-08,0,6.24e-08,0,6.24e-08,4.589907544255165e-08
6.240003906250001e-08,0,6.240003906250001e-08,0.00312500000021861,6.240003906250001e-08,4.882640138990649e-08
6.240011718750001e-08,0,6.240011718750001e-08,0.009375000000655833,6.240011718750001e-08,5.524521920473931e-08
6.240015625000001e-08,0,6.240015625000001e-08,0.01250000000087444,6.240015625000001e-08,6.082047932859851e-08
6.240023437500002e-08,0,6.240023437500002e-08,0.01875000000131167,6.240023437500002e-08,7.046513098398334e-08
6.24003705674844e-08,0,6.24003705674844e-08,0.02964539875141758,6.24003705674844e-08,8.025421177600554e-08
6.24006173485487e-08,0,6.24006173485487e-08,0.04938788389593057,6.24006173485487e-08,1.028522626345152e-07
6.24011094177176e-08,0,6.24011094177176e-08,0.08875341740743281,6.24011094177176e-08,1.274238214719025e-07
6.240206445244961e-08,0,6.240206445244961e-08,0.1651561959685222,6.240206445244961e-08,1.430706963940965e-07
6.240383833440608e-08,0,6.240383833440608e-08,0.3070667524863143,6.240383833440608e-08,1.035338069837966e-07
6.240643739013195e-08,0,6.240643739013195e-08,0.5149912105555514,6.240643739013195e-08,-2.968101647692857e-09
6.240821869506598e-08,0,6.240821869506598e-08,0.6574956052782293,6.240821869506598e-08,-4.685871053054841e-08
6.241e-08,0,6.241e-08,0.7999999999998485,6.241e-08,-6.417391844658234e-08
6.241010747139255e-08,0,6.241010747139255e-08,0.8,6.241010747139255e-08,-6.888509228678099e-08
6.241032241417766e-08,0,6.241032241417766e-08,0.8,6.241032241417766e-08,-7.920975042986549e-08
6.241042988557022e-08,0,6.241042988557022e-08,0.8,6.241042988557022e-08,-8.300399848029686e-08
6.241064482835532e-08,0,6.241064482835532e-08,0.8,6.241064482835532e-08,-8.852396369510205e-08
6.241107471392554e-08,0,6.241107471392554e-08,0.8,6.241107471392554e-08,-9.237655939501037e-08
6.241171289297041e-08,0,6.241171289297041e-08,0.8,6.241171289297041e-08,-8.391849643639355e-08
6.241298925106015e-08,0,6.241298925106015e-08,0.8,6.241298925106015e-08,-4.258296859340361e-08
6.24135957801563e-08,0,6.24135957801563e-08,0.8,6.24135957801563e-08,-1.559326732939858e-08
6.241480883834861e-08,0,6.241480883834861e-08,0.8,6.241480883834861e-08,3.598676401579844e-08
6.241723495473322e-08,0,6.241723495473322e-08,0.8,6.241723495473322e-08,1.082158321639938e-07
6.24216646098795e-08,0,6.24216646098795e-08,0.8,6.24216646098795e-08,1.320379637224589e-07
6.242722920947124e-08,0,6.242722920947124e-08,0.8,6.242722920947124e-08,7.461686616990151e-08
6.243532838504412e-08,0,6.243532838504412e-08,0.8,6.243532838504412e-08,2.941542938150934e-08
6.244333701406037e-08,0,6.244333701406037e-08,0.8,6.244333701406037e-08,4.235022926244939e-08
6.244969938222352e-08,0,6.244969938222352e-08,0.8,6.244969938222352e-08,4.860165714749429e-08
6.245635889524122e-08,0,6.245635889524122e-08,0.8,6.245635889524122e-08,4.379821197880231e-08
6.24613179572905e-08,0,6.24613179572905e-08,0.8,6.24613179572905e-08,4.972010741811055e-08
6.246636068030309e-08,0,6.246636068030309e-08,0.8,6.246636068030309e-08,1.141082851357947e-07
6.246937867028864e-08,0,6.246937867028864e-08,0.8,6.246937867028864e-08,2.8020695020106e-07
6.247277905921442e-08,0,6.247277905921442e-08,0.8,6.247277905921442e-08,4.748835715292837e-07
6.247593383122869e-08,0,6.247593383122869e-08,0.8,6.247593383122869e-08,4.11671825522712e-07
6.247960759873412e-08,0,6.247960759873412e-08,0.8,6.247960759873412e-08,5.098670139336033e-08
6.248352690688897e-08,0,6.248352690688897e-08,0.8,6.248352690688897e-08,-2.679902459026628e-07
6.248766529868164e-08,0,6.248766529868164e-08,0.8,6.248766529868164e-08,-4.323780701113807e-07
6.249290597756349e-08,0,6.249290597756349e-08,0.8,6.249290597756349e-08,-4.54052778697706e-07
6.249874063827743e-08,0,6.249874063827743e-08,0.8,6.249874063827743e-08,-1.074842984351789e-07
6.25046805061444e-08,0,6.25046805061444e-08,0.8,6.25046805061444e-08,1.001040616796594e-07
6.25105388294266e-08,0,6.25105388294266e-08,0.8,6.25105388294266e-08,1.170546956352927e-07
6.2517391898828e-08,0,6.2517391898828e-08,0.8,6.2517391898828e-08,2.314093320943102e-07
6.252462724289626e-08,0,6.252462724289626e-08,0.8,6.252462724289626e-08,2.918507924428868e-07
6.253099977763296e-08,0,6.253099977763296e-08,0.8,6.253099977763296e-08,1.658593779353798e-07
6.253890005957599e-08,0,6.253890005957599e-08,0.8,6.253890005957599e-08,6.16186161582898e-08
6.254839573369921e-08,0,6.254839573369921e-08,0.8,6.254839573369921e-08,1.878802096260838e-08
6.256021463936922e-08,0,6.256021463936922e-08,0.8,6.256021463936922e-08,1.880566865858694e-08
6.257486142751e-08,0,6.257486142751e-08,0.8,6.257486142751e-08,3.46630363462186e-08
6.259421722857345e-08,0,6.259421722857345e-08,0.8,6.259421722857345e-08,4.609509817855924e-08
6.262166171103502e-08,0,6.262166171103502e-08,0.8,6.262166171103502e-08,4.934300294630342e-08
6.266523143469608e-08,0,6.266523143469608e-08,0.8,6.266523143469608e-08,4.899761627883431e-08
6.274744762257855e-08,0,6.274744762257855e-08,0.8,6.274744762257855e-08,4.918708463326332e-08
6.285275197304499e-08,0,6.285275197304499e-08,0.8,6.285275197304499e-08,4.902993509310567e-08
6.29313759865225e-08,0,6.29313759865225e-08,0.8,6.29313759865225e-08,4.917251123259871e-08
6.301000000000001e-08,0,6.301000000000001e-08,0.8,6.301000000000001e-08,4.903614045299525e-08
6.301003906250001e-08,0,6.301003906250001e-08,0.7968749999995002,6.301003906250001e-08,4.713914711266717e-08
6.301011718750001e-08,0,6.301011718750001e-08,0.790624999999063,6.301011718750001e-08,4.259935275629283e-08
6.301015625000002e-08,0,6.301015625000002e-08,0.7874999999988443,6.301015625000002e-08,4.040750158106215e-08
6.301023437500002e-08,0,6.301023437500002e-08,0.7812499999984072,6.301023437500002e-08,3.658309451763443e-08
6.301039047272754e-08,0,6.301039047272754e-08,0.7687621817966812,6.301039047272754e-08,3.453241167253811e-08
6.301063354033268e-08,0,6.301063354033268e-08,0.7493167733858545,6.301063354033268e-08,2.781165081223078e-08
6.301111967554295e-08,0,6.301111967554295e-08,0.7104259565642008,6.301111967554295e-08,1.670975753196193e-08
6.301206679706392e-08,0,6.301206679706392e-08,0.6346562348869522,6.301206679706392e-08,6.049700913389279e-09
6.301353053074991e-08,0,6.301353053074991e-08,0.5175575400078186,6.301353053074991e-08,8.677239800002451e-09
6.30153718510003e-08,0,6.30153718510003e-08,0.3702519199763371,6.30153718510003e-08,3.602313776233469e-08
6.301708423117072e-08,0,6.301708423117072e-08,0.2332615063422629,6.301708423117072e-08,5.80180279205213e-08
6.301854211558537e-08,0,6.301854211558537e-08,0.1166307531705373,6.301854211558537e-08,6.971543471246392e-08
6.301927105779268e-08,0,6.301927105779268e-08,0.05831537658573327,6.301927105779268e-08,7.233772465196166e-08
6.302e-08,0,6.302e-08,0,6.302e-08,7.859779337658836e-08
6.302007022388416e-08,0,6.302007022388416e-08,0,6.302007022388416e-08,8.859737298124891e-08
6.302010533582622e-08,0,6.302010533582622e-08,0,6.302010533582622e-08,9.050036055859126e-08
6.302017555971036e-08,0,6.302017555971036e-08,0,6.302017555971036e-08,9.384434600738725e-08
6.302031600747864e-08,0,6.302031600747864e-08,0,6.302031600747864e-08,1.023521469653267e-07
6.302049299055657e-08,0,6.302049299055657e-08,0,6.302049299055657e-08,1.104613448824742e-07
6.302084695671243e-08,0,6.302084695671243e-08,0,6.302084695671243e-08,1.261572290722657e-07
6.302155488902415e-08,0,6.302155488902415e-08,0,6.302155488902415e-08,1.44640490871962e-07
6.302297075364758e-08,0,6.302297075364758e-08,0,6.302297075364758e-08,1.515573891536314e-07
6.302472572731201e-08,0,6.302472572731201e-08,0,6.302472572731201e-08,1.34499050988076e-07
6.302692206293237e-08,0,6.302692206293237e-08,0,6.302692206293237e-08,9.707758772753804e-08
6.302926490867267e-08,0,6.302926490867267e-08,0,6.302926490867267e-08,4.475252610581133e-08
6.303115232318627e-08,0,6.303115232318627e-08,0,6.303115232318627e-08,1.121022789854359e-08
6.303316782047344e-08,0,6.303316782047344e-08,0,6.303316782047344e-08,-1.067013899287828e-08
6.30357352749568e-08,0,6.30357352749568e-08,0,6.30357352749568e-08,-1.119726250577516e-08
6.303958649929542e-08,0,6.303958649929542e-08,0,6.303958649929542e-08,1.113178889248727e-08
6.304527719969201e-08,0,6.304527719969201e-08,0,6.304527719969201e-08,2.489775988420645e-08
6.305168915340852e-08,0,6.305168915340852e-08,0,6.305168915340852e-08,7.739087658060137e-10
6.305689375202189e-08,0,6.305689375202189e-08,0,6.305689375202189e-08,-3.645299567557034e-08
6.306196356610446e-08,0,6.306196356610446e-08,0,6.306196356610446e-08,7.698606450540966e-09
6.306777744323837e-08,0,6.306777744323837e-08,0,6.306777744323837e-08,1.028168407994698e-07
6.307315618702576e-08,0,6.307315618702576e-08,0,6.307315618702576e-08,1.506286196871323e-07
6.307870613396701e-08,0,6.307870613396701e-08,0,6.307870613396701e-08,1.226227313035704e-07
6.308576588201972e-08,0,6.308576588201972e-08,0,6.308576588201972e-08,5.663001543557491e-08
6.309407258928239e-08,0,6.309407258928239e-08,0,6.309407258928239e-08,2.116744207507989e-08
6.310250663405719e-08,0,6.310250663405719e-08,0,6.310250663405719e-08,7.760254510126472e-08
6.310996429174101e-08,0,6.310996429174101e-08,0,6.310996429174101e-08,1.204317422010305e-07
6.311766517798157e-08,0,6.311766517798157e-08,0,6.311766517798157e-08,1.255221981347527e-07
6.312526848091285e-08,0,6.312526848091285e-08,0,6.312526848091285e-08,1.411237821514739e-07
6.313347294727636e-08,0,6.313347294727636e-08,0,6.313347294727636e-08,-2.875193725584455e-08
6.314339493971747e-08,0,6.314339493971747e-08,0,6.314339493971747e-08,-1.633275080500668e-07
6.315260645960205e-08,0,6.315260645960205e-08,0,6.315260645960205e-08,-6.273449547355763e-09
6.316119081336002e-08,0,6.316119081336002e-08,0,6.316119081336002e-08,1.05253598879479e-07
6.317134238000689e-08,0,6.317134238000689e-08,0,6.317134238000689e-08,7.648318662084092e-08
6.318524140896152e-08,0,6.318524140896152e-08,0,6.318524140896152e-08,7.361443856626691e-08
6.320569557384452e-08,0,6.320569557384452e-08,0,6.320569557384452e-08,4.197257966639768e-08
6.323701247305058e-08,0,6.323701247305058e-08,0,6.323701247305058e-08,5.478733305091339e-08
6.328713832307537e-08,0,6.328713832307537e-08,0,6.328713832307537e-08,4.425173959607257e-08
6.335066551438688e-08,0,6.335066551438688e-08,0,6.335066551438688e-08,5.338843453890074e-08
6.343445721042948e-08,0,6.343445721042948e-08,0,6.343445721042948e-08,4.521045583252317e-08
6.351722860521473e-08,0,6.351722860521473e-08,0,6.351722860521473e-08,5.263667098951428e-08
6.36e-08,0,6.36e-08,0,6.36e-08,4.589907543141927e-08
6.36000390625e-08,0,6.36000390625e-08,0.00312500000021861,6.36000390625e-08,4.882640132096645e-08
6.360011718750001e-08,0,6.360011718750001e-08,0.009375000000655833,6.360011718750001e-08,5.524521931423663e-08
6.360015625000001e-08,0,6.360015625000001e-08,0.01250000000087444,6.360015625000001e-08,6.082047943171024e-08
6.360023437500002e-08,0,6.360023437500002e-08,0.01875000000131167,6.360023437500002e-08,7.046513116159292e-08
6.360037056748439e-08,0,6.360037056748439e-08,0.02964539875141758,6.360037056748439e-08,8.02542119262202e-08
6.36006173485487e-08,0,6.36006173485487e-08,0.04938788389593057,6.36006173485487e-08,1.02852263035483e-07
6.360110941771759e-08,0,6.360110941771759e-08,0.08875341740743281,6.360110941771759e-08,1.27423822000057e-07
6.360206445244961e-08,0,6.360206445244961e-08,0.1651561959685222,6.360206445244961e-08,1.430706969351709e-07
6.360383833440608e-08,0,6.360383833440608e-08,0.3070667524863143,6.360383833440608e-08,1.035338071996591e-07
6.360643739013196e-08,0,6.360643739013196e-08,0.5149912105566102,6.360643739013196e-08,-2.968102117562197e-09
6.360821869506598e-08,0,6.360821869506598e-08,0.6574956052782293,6.360821869506598e-08,-4.685871135171395e-08
6.361e-08,0,6.361e-08,0.7999999999998485,6.361e-08,-6.417391951335166e-08
6.361010747139257e-08,0,6.361010747139257e-08,0.8,6.361010747139257e-08,-6.888509358364742e-08
6.36103224141777e-08,0,6.36103224141777e-08,0.8,6.36103224141777e-08,-7.920975181667651e-08
6.361042988557027e-08,0,6.361042988557027e-08,0.8,6.361042988557027e-08,-8.300399987787617e-08
6.36106448283554e-08,0,6.36106448283554e-08,0.8,6.36106448283554e-08,-8.852396496718014e-08
6.361107471392567e-08,0,6.361107471392567e-08,0.8,6.361107471392567e-08,-9.237656066678766e-08
6.361171289297062e-08,0,6.361171289297062e-08,0.8,6.361171289297062e-08,-8.391849739373889e-08
6.361298925106051e-08,0,6.361298925106051e-08,0.8,6.361298925106051e-08,-4.258296887906681e-08
6.361359578015673e-08,0,6.361359578015673e-08,0.8,6.361359578015673e-08,-1.559326708283206e-08
6.361480883834917e-08,0,6.361480883834917e-08,0.8,6.361480883834917e-08,3.598676485459579e-08
6.361723495473406e-08,0,6.361723495473406e-08,0.8,6.361723495473406e-08,1.082158333469963e-07
6.362166460988063e-08,0,6.362166460988063e-08,0.8,6.362166460988063e-08,1.320379641655846e-07
6.362722920947289e-08,0,6.362722920947289e-08,0.8,6.362722920947289e-08,7.461686553545934e-08
6.363532838504668e-08,0,6.363532838504668e-08,0.8,6.363532838504668e-08,2.941542840208169e-08
6.364333701406294e-08,0,6.364333701406294e-08,0.8,6.364333701406294e-08,4.235022914227472e-08
6.36496993822286e-08,0,6.36496993822286e-08,0.8,6.36496993822286e-08,4.860167872578021e-08
6.36563588952391e-08,0,6.36563588952391e-08,0.8,6.36563588952391e-08,4.379817654127873e-08
6.366131795728961e-08,0,6.366131795728961e-08,0.8,6.366131795728961e-08,4.9720115576527e-08
6.366636068030018e-08,0,6.366636068030018e-08,0.8,6.366636068030018e-08,1.141082644826734e-07
6.366937867028569e-08,0,6.366937867028569e-08,0.8,6.366937867028569e-08,2.802070373020493e-07
6.367277905921231e-08,0,6.367277905921231e-08,0.8,6.367277905921231e-08,4.748835563302477e-07
6.36759338312244e-08,0,6.36759338312244e-08,0.8,6.36759338312244e-08,4.116717896247032e-07
6.367960759873521e-08,0,6.367960759873521e-08,0.8,6.367960759873521e-08,5.09866905964233e-08
6.368352690689437e-08,0,6.368352690689437e-08,0.8,6.368352690689437e-08,-2.679902432065373e-07
6.368766529868498e-08,0,6.368766529868498e-08,0.8,6.368766529868498e-08,-4.323780665996938e-07
6.369290597756755e-08,0,6.369290597756755e-08,0.8,6.369290597756755e-08,-4.540527758957121e-07
6.369874063828957e-08,0,6.369874063828957e-08,0.8,6.369874063828957e-08,-1.074842944695816e-07
6.370468050615807e-08,0,6.370468050615807e-08,0.8,6.370468050615807e-08,1.001040585626273e-07
6.371053882942914e-08,0,6.371053882942914e-08,0.8,6.371053882942914e-08,1.170546963777303e-07
6.371739189886677e-08,0,6.371739189886677e-08,0.8,6.371739189886677e-08,2.314093347395639e-07
6.372462724290677e-08,0,6.372462724290677e-08,0.8,6.372462724290677e-08,2.918507927516798e-07
6.373099977764755e-08,0,6.373099977764755e-08,0.8,6.373099977764755e-08,1.658593757233998e-07
6.373890005961565e-08,0,6.373890005961565e-08,0.8,6.373890005961565e-08,6.161861571807288e-08
6.374839573376173e-08,0,6.374839573376173e-08,0.8,6.374839573376173e-08,1.878802033422192e-08
